Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type
lnd_principal_meridian	lnd_principal_meridian	Principal Meridian	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_principal_meridian	lnd_principal_meridian	Principal Meridian	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA
lnd_principal_meridian	lnd_principal_meridian	Principal Meridian	number	Number	dd_phys_field	No	No	No	No		integer
lnd_principal_meridian	lnd_principal_meridian	Principal Meridian	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_public_complex	lnd_public_complex	Public Complex	extent	Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	police_department_location	Police Department Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	police_department_extent	Police Department Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_public_complex	lnd_public_complex	Public Complex	water_sewer_system_extent	Water/Sewer System Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	jail_prison_annotation	Jail/Prison Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	police_department_annotation	Police Department Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	type	Type	dd_phys_field	No	No	No	Yes	,Fire Department,Government Facility,Jail/Prison,Library,Not Listed,Police Department,Post Office,Unknown,Water/Sewer System	NA
lnd_public_complex	lnd_public_complex	Public Complex	post_office_annotation	Post Office Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_public_complex	lnd_public_complex	Public Complex	water_sewer_system_location	Water/Sewer System Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	government_facility_annotation	Government Facility Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	library_extent	Library Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_public_complex	lnd_public_complex	Public Complex	library_annotation	Library Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	annotation	Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	jail_prison_location	Jail/Prison Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	id	ID	dd_phys_field	No	No	No	No		integer
lnd_public_complex	lnd_public_complex	Public Complex	government_facility_extent	Government Facility Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	water_sewer_system_annotation	Water/Sewer System Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_public_complex	lnd_public_complex	Public Complex	fire_department_location	Fire Department Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	post_office_location	Post Office Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	jail_prison_extent	Jail/Prison Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	library_location	Library Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	location	Location	dd_geom_field	simple_point	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	fire_department_annotation	Fire Department Annotation	dd_geom_field	text	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	fire_department_extent	Fire Department Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	post_office_extent	Post Office Extent	dd_geom_field	area	No	No	No		NA
lnd_public_complex	lnd_public_complex	Public Complex	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_public_complex	lnd_public_complex	Public Complex	number_of_floors	Number Of Floors	dd_phys_field	No	No	No	No		integer
lnd_public_complex	lnd_public_complex	Public Complex	government_facility_location	Government Facility Location	dd_geom_field	simple_point	No	No	No		NA
lnd_quad_index	lnd_quad_index	Quad Index	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_quad_index	lnd_quad_index	Quad Index	extent	Extent	dd_geom_field	area	No	No	No		NA
lnd_quad_index	lnd_quad_index	Quad Index	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_quad_index	lnd_quad_index	Quad Index	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_quad_index	lnd_quad_index	Quad Index	annotation	Annotation	dd_geom_field	text	No	No	No		NA
lnd_quad_index	lnd_quad_index	Quad Index	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_quad_index	lnd_quad_index	Quad Index	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_quad_index	lnd_quad_index	Quad Index	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_quad_index	lnd_quad_index	Quad Index	id	ID	dd_phys_field	No	No	No	No		integer
lnd_railroad	lnd_railroad	Railroad	yard_track_abandoned_route	Yard Track Abandoned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_railroad	lnd_railroad	Railroad	right_of_way_right	Right Of Way Right	dd_geom_field	simple_chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_district	District	dd_phys_field	No	No	No	Yes	,,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	status	Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Planned,Released,Removed,Temporary	NA
lnd_railroad	lnd_railroad	Railroad	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_railroad	lnd_railroad	Railroad	length	Length	dd_phys_field	No	No	No	No		float
lnd_railroad	lnd_railroad	Railroad	lnd_mileposts	Mileposts	dd_join_field	No	Milepost	0:n	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_sub_locality	Sub Locality	dd_phys_field	No	No	No	Yes	,,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	spur_track_planned_route	Spur Track Planned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	tp_authority	Authority	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	type	Type	dd_phys_field	No	No	No	Yes	,Central Line,Harbour Line,Main Line,Metro,Monorail,Not Available,Not on List,Others,Spur Track,Unknown,Western Line,Yard Track	NA
lnd_railroad	lnd_railroad	Railroad	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	main_line_existing_route	Main Line Existing Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_ward_name	Ward Name	dd_phys_field	No	No	No	Yes	,,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	tp_updated_by	Updated By	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	tp_obstacles	Obstacles	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	spur_track_abandoned_route	Spur Track Abandoned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_locality	Locality	dd_phys_field	No	No	No	Yes	,,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	tp_sub_division_name	Sub Division Name	dd_phys_field	No	No	No	Yes	,,Aska,Balimela,Balliguda,Bellaguntha,Bhanjanagar-1,Bhanjanagar-2,Bijipur-Industrial,Bisama Cuttack,Boriguma,Boudh,Buguda,Chatrapur,Chikiti,Digapahandi,G Udayagiri,Gopalpur,Gumuda,Gunupur,Hinjilicut,JESD-1,JESD-2,Kabisuryanagar,Kanisi,Kasinagar,Khallikote,Kodala,Koraput,Laxmipur,Malkangiri,Manmunda,Mohana,Nawarangpur,Nuagam,Papadahandi,Paralakhemundi,Phulbani,Polasara,Purushottampur,R Udaygiri,Rambha,Rayagada,SDO-1,SDO-2,SDO-3,SDO-4,Sheragada,Sorada,Sunabeda,Therubali,Umarkote,Unknown,Uppalada	NA
lnd_railroad	lnd_railroad	Railroad	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-1,Aska-2,Berhampur Division-1,Berhampur Division-2,Berhampur Division-3,Bhanjanagar,Boudh,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Paralakhemundi,Phulbani,Purushottampur,Rayagada,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	width_row_r	Width Right of Way Right	dd_phys_field	No	No	No	No		float
lnd_railroad	lnd_railroad	Railroad	tp_section_name	Section Name	dd_phys_field	No	No	No	Yes	,,Adava,Ambapua,Aska Road-ESO1,Aska-1,B Singipur,Badagada,Baipariguda,Balimela,Balipadar,Balisira,Balliguda,Bandhugaon,Baunsuni,Beguniapada,Belaguntha,Bhanjanagar-ESO1,Bhanjanagar-ESO2,Bhejiput,Bisama Cuttack,Bomakei,Boriguma,Boudh,Budhamba,Buguda,Chandahandi,Chandragiri,Chatrapur-1,Chatrapur-2,Chikiti,Chirikipada,City Hospital-Bijipur,Dabugam,Daringibadi,Dharakote,Digapahandi,G Udayagiri,Gandhinagar,Ganjam,Garabandha,Gate Bazar-ESO3,Golanthara,Gopalpur,Gosaninuagam,Gudari,Gumma,Gumuda,Gunupur,Gunupur Rural,Head Quarter,Hinjilicut,J K Pur,J N Prasad,Jagapur,Jeypore-1,Jeypore-2,Jeypore-3,Jharigam,K B Pur,Kabisuryanagar,Kakiriguma,Kalimela,Kanchuru,Kanisi,Kanteipally,Kasinagar,Kasipur,Keshpur,Khajuripada-Phulbani,Khajuripada-R Udaygiri,Khallikote,Kodala,Konkarada,Koraput-1,Koraput-2,Kosagumuda,Kotpad,Kukudakhandi,Kundra,Lanjipally,Lathi,Laxmipur,Luchapada,Malkangiri,Malud,Manamunda,Mathili,Medical,Mohana,Muniguda,Nandapur,Nawarangpur,Nawarangpur Rural,Nuagam-1,Nuagam-2,Nuapada,Old Berhampur-ESO2,Padmapur,Papadahandi,Paralakhemundi Rural,Paralakhemundi Town,Patrapur,Pattangi,Pattapur,Phiringia,Phulbani,Pitala,Polosara,Pudamari,Purunakatak,Purushottampur,R Udaygiri,Raighar,Raikia,Rambha,Ramnaguda,Randhapalli,Rayagada,Rayagada rural,Rayagada-1,Rayagada-2,Sheragada,Sikarpai,Similiguda,Soroda,Sunabeda,Surangi,T Khunti,Taratarini,Therubali,Tikabali,Tilisingi,Tumudibandha,Umerkote,University,Unknown,Upalada	NA
lnd_railroad	lnd_railroad	Railroad	route	Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_circle_name	Circle Name	dd_phys_field	No	No	No	Yes	,,Aska,Berhampur,Bhanjarnagar,City Circle,Jeypore,Rayagada,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	width_row_l	Width Right of Way Left	dd_phys_field	No	No	No	No		float
lnd_railroad	lnd_railroad	Railroad	tp_pincode	Pincode	dd_phys_field	No	No	No	Yes	,,760010,760011,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	tp_updated_date_in_gis	Updated Date in GIS	dd_phys_field	No	No	No	No		ds_date
lnd_railroad	lnd_railroad	Railroad	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_railroad	lnd_railroad	Railroad	id	ID	dd_phys_field	No	No	No	No		integer
lnd_railroad	lnd_railroad	Railroad	yard_track_existing_route	Yard Track Existing Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	yard_track_planned_route	Yard Track Planned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	lnd_railroad_annotations	Railroad Annotations	dd_join_field	No	Railroad Annotation	1:n	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_gauge_type	Gauge Type	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	main_line_abandoned_route	Main Line Abandoned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_city	City	dd_phys_field	No	No	No	Yes	,,Unknown	NA
lnd_railroad	lnd_railroad	Railroad	tp_calculated_length	Calculated Length	dd_phys_field	No	No	No	No		float
lnd_railroad	lnd_railroad	Railroad	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	tp_survey_remark	Surveyor Remarks	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	spur_track_existing_route	Spur Track Existing Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_created_date_in_gis	Created Date in GIS	dd_phys_field	No	No	No	No		ds_date
lnd_railroad	lnd_railroad	Railroad	main_line_planned_route	Main Line Planned Route	dd_geom_field	chain	No	No	No		NA
lnd_railroad	lnd_railroad	Railroad	tp_fme_unique_id	FME Unique ID	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	tp_created_by	Created By	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad	lnd_railroad	Railroad	right_of_way_left	Right Of Way Left	dd_geom_field	simple_chain	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	lnd_railroad	Railroad	dd_join_field	No	Railroad	1:n	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	spur_track_abandoned_annotation	Spur Track Abandoned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	spur_track_existing_annotation	Spur Track Existing Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	main_line_planned_annotation	Main Line Planned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	yard_track_existing_annotation	Yard Track Existing Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	lnd_railroad_id	Lnd Railroad Id	dd_phys_field	No	No	No	No		integer
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	id	ID	dd_phys_field	No	No	No	No		integer
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	annotation	Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	spur_track_planned_annotation	Spur Track Planned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	yard_track_planned_annotation	Yard Track Planned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	main_line_abandoned_annotation	Main Line Abandoned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	yard_track_abandoned_annotation	Yard Track Abandoned Annotation	dd_geom_field	text	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA
lnd_railroad_annotation	lnd_railroad_annotation	Railroad Annotation	main_line_existing_annotation	Main Line Existing Annotation	dd_geom_field	text	No	No	No		NA
lnd_range	lnd_range	Range	extent	Extent	dd_geom_field	area	No	No	No		NA
lnd_range	lnd_range	Range	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_range	lnd_range	Range	annotation	Annotation	dd_geom_field	text	No	No	No		NA
lnd_range	lnd_range	Range	directional	Directional	dd_phys_field	No	No	No	Yes	,,E,W	NA
lnd_range	lnd_range	Range	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_range	lnd_range	Range	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_range	lnd_range	Range	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_range	lnd_range	Range	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA
lnd_range	lnd_range	Range	id	ID	dd_phys_field	No	No	No	No		integer
lnd_range	lnd_range	Range	number	Number	dd_phys_field	No	No	No	No		integer
lnd_range	lnd_range	Range	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_recreational_area	lnd_recreational_area	Recreational Area	stadium_arena_extent	Stadium/Arena Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	fairgrounds_route	Fairgrounds Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amphitheater_location	Amphitheater Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	speedway_raceway_location	Speedway/Raceway Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	ski_area_annotation	Ski Area Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	extent	Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	sports_field_location	Sports Field Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	water_park_location	Water Park Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	water_park_annotation	Water Park Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	location	Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	community_rec_center_extent	Community Rec Center Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	sports_field_extent	Sports Field Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	golf_course_extent	Golf Course Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	type	Type	dd_phys_field	No	No	No	Yes	,Amphitheater,Amusement Park,Casino,Community Rec Center,Fairgrounds,Golf Course,Museum,Ski Area,Speedway/Raceway,Sports Field,Stadium/Arena,Unknown,Water Park,Zoo/Aquarium	NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	sports_field_annotation	Sports Field Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	fairgrounds_extent	Fairgrounds Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	zoo_aquarium_location	Zoo/Aquarium Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	casino_route	Casino Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	speedway_raceway_extent	Speedway/Raceway Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amusement_park_extent	Amusement Park Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amusement_park_route	Amusement Park Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	route	Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	casino_extent	Casino Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	golf_course_location	Golf Course Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	id	ID	dd_phys_field	No	No	No	No		integer
lnd_recreational_area	lnd_recreational_area	Recreational Area	amphitheater_route	Amphitheater Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	zoo_aquarium_extent	Zoo/Aquarium Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_recreational_area	lnd_recreational_area	Recreational Area	museum_location	Museum Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	museum_extent	Museum Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	number_of_floors	Number Of Floors	dd_phys_field	No	No	No	No		integer
lnd_recreational_area	lnd_recreational_area	Recreational Area	museum_route	Museum Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	museum_annotation	Museum Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	casino_annotation	Casino Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	source_data_date	Source Data Date	dd_phys_field	No	No	No	No		ds_date
lnd_recreational_area	lnd_recreational_area	Recreational Area	fairgrounds_annotation	Fairgrounds Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	zoo_aquarium_annotation	Zoo/Aquarium Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	community_rec_center_annotation	Community Rec Center Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	speedway_raceway_route	Speedway/Raceway Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	golf_course_annotation	Golf Course Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_recreational_area	lnd_recreational_area	Recreational Area	source_data	Source Data	dd_phys_field	No	No	No	No		ds_char16_vector
lnd_recreational_area	lnd_recreational_area	Recreational Area	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_recreational_area	lnd_recreational_area	Recreational Area	annotation	Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amusement_park_location	Amusement Park Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	water_park_extent	Water Park Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	zoo_aquarium_route	Zoo/Aquarium Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amphitheater_extent	Amphitheater Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	stadium_arena_route	Stadium/Arena Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	water_park_route	Water Park Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	casino_location	Casino Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	ski_area_route	Ski Area Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amphitheater_annotation	Amphitheater Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	ski_area_location	Ski Area Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	golf_course_route	Golf Course Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	stadium_arena_annotation	Stadium/Arena Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	ski_area_extent	Ski Area Extent	dd_geom_field	area	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	amusement_park_annotation	Amusement Park Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	community_rec_center_location	Community Rec Center Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	speedway_raceway_annotation	Speedway/Raceway Annotation	dd_geom_field	text	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	community_rec_center_route	Community Rec Center Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	stadium_arena_location	Stadium/Arena Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	fairgrounds_location	Fairgrounds Location	dd_geom_field	simple_point	No	No	No		NA
lnd_recreational_area	lnd_recreational_area	Recreational Area	sports_field_route	Sports Field Route	dd_geom_field	simple_chain	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	apartment_condo_location	Apartment/Condo Location	dd_geom_field	simple_point	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	mixed_use_location	Mixed use Location	dd_geom_field	simple_point	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	days_per_week	Days Per Week	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	mixed_use_annotation	Mixed use Annotation	dd_geom_field	text	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	underground_ind	Underground?	dd_phys_field	No	No	No	Yes	,No,Unknown,Yes	NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	subdivision_location	Subdivision Location	dd_geom_field	simple_point	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	remarks_id	remarks_id	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	weeks_per_year	Weeks Per Year	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	apartment_condo_annotation	Apartment/Condo Annotation	dd_geom_field	text	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	source_id	Source ID	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	occupant_count	Occupant Count	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA
lnd_residential_complex	lnd_residential_complex	Residential Complex	id	ID	dd_phys_field	No	No	No	No		integer
lnd_residential_complex	lnd_residential_complex	Residential Complex	name	Name	dd_phys_field	No	No	No	No		ds_char16_vector
